,date,category,article title,compound score
348,11/12/2017, Markets,"MetLife: Pension Shortfall to Prompt Financial Revisions, Wells Fargo Names Michael DeVito Head of Mortgage Division, Keurig to Acquire Dr Pepper Snapple in Largest Soft-Drink Deal Ever, Chinese Firm Announces U.S. Solar Plant, Carlos Slim, One of World’s Richest Men, Gets Schooled by an Old Pupil    , Thomson Reuters Sells Stake in Financial Unit to Blackstone-Led Group for $17 Billion , NTSB Urges Updates of Engine-Inspection and Evacuation Rules , Fujifilm Nears Deal With Xerox    , Nevada Gambling Regulator to Probe Steve Wynn Allegations , Some BOJ Members Raise Issue of Possible Policy Review , Triple Threat: Amazon, Berkshire, JPMorgan Rattle Health-Care Firms, Rising Bond Yields Punish High-Dividend Stocks , Wynn Resorts Board Faces Scrutiny Following Allegations Against CEO, SEC Moves to Stop $600 Million Digital Coin Offering, David Einhorn’s Greenlight Capital Lost 6% in January , PayPal Takes a Hit, Despite Soaring Profit, Allegations Against Steve Wynn Put Big Casino Project at Risk, Food Distributors Accuse Tyson, Others of Manipulating Chicken Prices, South Korea’s CPI Rises 1.0% in January, Pandora to Cut 5% of Workforce, BNY Mellon Plans to Move Its Corporate Headquarters , As Yellen Hands Off at the Fed, Whither Her Go-Slow Approach?, Bitcoin Has Its Worst Month in Three Years , BOJ Says Fixed Operation Shows Firm Implementation of Current Policy, Deutsche Bank Fined for Attempting to Manipulate Interest-Rate Benchmarks, Australia’s Central Bank Expected to Reaffirm No-Change Stance, Visa’s Revenue and Profit Rise , Guess Shares Hit After Kate Upton Accuses Co-Founder of Harassing Women , AT&T Revives Sales Process for Data-Center Business , Tesla Raises $546 Million in Its First Asset-Backed Securities Deal , Some Companies Play It Safe in Super Bowl Ads, CBS, Viacom Again Explore Deal to Recombine , Dow Posts Biggest Weekly Fall in Two Years, Bitcoin Is Falling Fast, Losing More Than Half Its Value in Six Weeks, Volatility in Markets From Stocks to Bonds Snaps Back , A ‘Buy and Hold’ Approach for People Spooked by the Market Tumble , Analysis: Jobs Report Could Boost Fed Support for Faster Pace of Rate Rises, Fed’s Williams: Healthy Economy Calls for Gradual Rate Rises, Credit-Card Companies to Add to Bitcoin Investors’ Misery    , JPMorgan to Banking Clients: Joint Health-Care Venture Is No Threat , Challenges on Inflation Policy, Tax Cut Loom as Powell Era Begins at Fed , New Falcon Heavy Rocket Represents a Major Bet for SpaceX, Australia’s Central Bank Keeps Interest Rates on Hold, Volatility ETPs Plunge, Fueling Speculation Of Their Demise , Rout in Stocks Jolts Traders Used to Heady Days of 2017, Market Turmoil Greets New Federal Reserve Chairman , Investment Firms Suffer Website Outages, Market Rout Shatters Lull in Volatility , Fed Rebuke Costs Wells Fargo About $29 Billion in Lost Market Value , Lululemon Says CEO Laurent Potdevin Has Resigned, Stocks Plunge and Traders Panic: ‘Did Someone Fat-Finger This?’, Activist Pushes Supervalu to Break Up, Explore Sale , Tronc in Advanced Talks to Sell Flagship Los Angeles Times , Credit Suisse Announces Effective End of Short Volatility ETN",-0.2937
402,12/12/2017, Central Banks,"Era of Calm Ends as Volatility Returns to Markets, New Zealand Unemployment Rate at Nine-Year Low, Market Turmoil Threatens IPO Recovery, The Market’s Big Bet on Calm Turns Ugly as Volatility Returns, Wynn Resorts Board Gets Scrutiny After Steve Wynn’s Resignation , BOJ’s Suzuki Says Cumulative Impact of Low Rates Needs to be Watched, BlackRock’s Larry Fink Wants to Become the Next Warren Buffett , Bitcoin’s Plunge Weighs on Coin Offerings, Former Lawmaker Who Was Rejected as Ex-Im Bank Chief to Join SEC, P&G to Cut Hundreds of Factory Jobs in Kansas, Iowa , Dow Ends Down as Volatility Remains, Sen. Warren Says Passport Numbers Affected in Equifax Breach, Former GE CEO Jeff Immelt Named Chairman of Athenahealth , Trump Receives Oval Office Briefing on Derivatives Rules, Fed’s George Says It’s Important to Press Forward With Rate Increases, Stock Slides Likely Making Bank of Japan More Cautious About Rates , RBA Warns Full Employment Still Some Way Off, Muddy Waters Is Mystery Author of Report Exposing Chinese Billionaire’s Ties to Aluminum Stockpiles, Emerging Markets Hang Tough During Global Selloff, SandRidge Energy Shakes Up Leadership Amid Investor Pressure, Satellite Operators Pitch Plan to Share Airwaves , Expedia Shares Slide as Costs Weigh on Bottom Line , Tax Changes, Wildfires Push AIG to $6.7 Billion Loss , Boeing in Talks to Buy Aerospace-Parts Maker Woodward , Transcript: Bloomberg TV Interview With New York Fed’s William Dudley, Steve Wynn No Longer Seeking to Block Ex-Wife From Selling Shares, BOJ’s Kuroda to Be Reappointed Governor , Shanghai Shares Hammered  , SoFi Reports Disappointing Earnings as Loan Performance Suffers    , Novartis Faces Investigation For Alleged Bribery In Greece, Main Suspect in This Week’s Market Rout? Misplaced Bets, Appeals Court Exempts Loan Funds from Dodd-Frank Risk-Retention Rule , Kuroda Reportedly to Be Picked for Second Term as Bank of Japan Chief, Equifax Hack Might Be Worse Than You Think , Purdue Pharma to Stop Promoting OxyContin to U.S. Doctors    , Wells Fargo Fumbles Efforts to Repay Aggrieved Customers , ZZ Capital International’s CEO Resigns , Coca-Cola, PepsiCo Try New Ways to Combat Soda Slump , Experimental Drug Promises to Kill the Flu Virus in a Day, Can Past Market Corrections Hold Clues for the Future?, Former Officials Raise Questions About New LA Times Owner’s Business, Cryptocurrency Worth $170 Million Missing From Italian Exchange, Deal Talks to Sell Weinstein Co. Collapse After New York Attorney General Files Lawsuit , Comcast May Revive Pursuit of Fox, For Global Markets, Feb. 11 Is an Uncertain Anniversary, Nevada Regulator, Inundated With Reports About Steve Wynn, Starts Website to Field Tips, Steven A. Cohen’s Investment Firm Sued for Discrimination By Female Staffer, BOJ’s Kuroda Stays on Message Amid Reappointment News",-0.991
450,13/12/2017, Business,"Chinese Banks Had an ‘Absolutely Monstrous’ Month for New Loans, Walgreens Makes Takeover Approach to AmerisourceBergen     , Bill Gross to Sell Rare Stamp Collection for $9 Million , Trump Administration Overhauls CFPB’s Mission, Stock-Market Valuations Look More Appealing After Recent Rout, RBA’s Ellis Says Wages Growth Will Emerge Only Gradually, Equifax Hires New Chief Information Security Officer, MetLife Pegs Number of Workers Missing Benefits at 13,500    , Regulator Looks Into Alleged Manipulation of VIX, Wall Street’s ‘Fear Index’, Why That Blockbuster Isn’t Coming to Your Home Theater Anytime Soon  , Goldman Sachs Bolsters M&A Leadership , U.K. Says Russia Behind Cyberattack That Crippled Global Firms , Investors Aren’t Getting the Full Story on Cyberthreats, Regulator Says, House Backs Bill That Would Benefit Fintech Partnerships With Banks, U.S. Stocks Rise as Investors Weigh Inflation Data, Inspector General Opens Probe of FCC’s Easing of Media-Ownership Rules, Bank of Japan Governor Kuroda Nominated to New Five-Year Term, SEC Rejects Sale of Chicago Stock Exchange, Kraft Heinz Hints at Appetite for Deals , Massachusetts Accuses Scottrade of Fiduciary Rule Violations    , Avis Budget’s Largest Investor Launches Board-Seat Fight, GE Begins to Sell Off One of Its Oldest Businesses: Lights, Bitcoin’s Latest Glitch: Double Charges at Fast-Growing Coinbase , For the Federal Reserve, a New Chief but Same Rate Path, What Wall Street Worries? Stocks Make a Comeback, U.S. Stocks Pare Gains After Mueller Probe Indictment, Judge Is Asked to Disallow Trump Bias Claims in AT&T Merger Trial, Chicago Exchange Battle Ends With Unanimous Sale Rejection , The Benefits, and Costs, of Higher Metal Tariffs, Budget Likely to Deliver Hefty Business to Defense Companies, Fed Chairman Powell Taps Two Senior Advisers, Novartis’ 41-Year-Old CEO Steers Drug Maker Back to R&D, In Cutting Time to Market, Toy Companies Try On Fast-Fashion’s Approach, Silicon Valley Has a New Investment Opportunity: Your Home, South Korean Cryptocurrency Regulator Found Dead at Home , RBA to Wait for Wages Growth Before Moving on Rates, ECB Freezes All Payments by Latvia Bank Amid U.S. Probe , Private Trades in Spotify Shares to Play Role in Debut , 3M, State of Minnesota Settle For $850 Million, Choice Hotels Signs Deal in Savannah , Dow, S&P 500 Lose Steam After Six Sessions of Gains, Glencore’s Predicament: How to Handle Payments to Individual Under U.S. Sanctions, Mutual Funds Get Reprieve on SEC Rule Rebuked by Trump Administration, JPMorgan Chase to Build Giant New Headquarters in Manhattan, Merger Creates Regional Hospital Giant    , Amazon Is Taking Over the Stock Market, Too, Excerpts From Minutes of the Fed’s Jan. 30-31 Meeting , Ford North America President Leaves Following Misconduct Allegations , U.S. Stocks End Lower After Fed Minutes, GE Won’t Sell Baker Hughes Stake Yet, Lowers 2018 Profit View, Re/Max Finds Co-Founder, Top Executive Violated Policy, SEC to Pull Back on Obama-Era Mutual-Fund Rules , Xcerra Calls Off $580 Million Deal Amid Scrutiny      , Fed’s Dudley Warns on Cryptocurrencies ",-0.6705
504,14/12/2017, Central Banks,"Latvian Bank Facing U.S. Sanctions Threat Wants Government Bailout, Mozambique Plans Meeting to Discuss Debt Restructuring    , Fed’s Williams Sees Three or Four Interest-Rate Increases in 2018    , What’s in a Broker’s Name? SEC to Address Titles, Warren Buffett to Retire From Kraft Heinz Board, BB&T Restores ATM Service, Online Banking Problem Persists, Abraaj Halts Investment Activities, U.S. Stocks Rally to End Week, Royal Bank of Canada Boosts Earnings Through U.S. Capital Markets Push , It Was Business as Usual at the Waldorf on Friday, General Mills, Maker of Cheerios, Now Wants to Feed Your Dog, Too, Fed Report Signals No Worries About Recent Market Volatility, Berkshire Reaps $29 Billion Windfall From New Tax Plan, Companies Bow to Social-Media Pressure, Sever NRA Ties, Tax Changes Could Spur Swap Meet for Used Goods, ECB Pulls Plug on Latvia’s Failing ABLV Bank , Firms Reassess Ties to Gun Industry in Wake of Florida Shooting , BOJ’s Kuroda Says No Review But Keeps Door Open to Rate Changes , ‘Black Panther’ Again Shows Its Strength, BB&T Restores ATM, Online Banking After Outage , Bank of Korea Leaves Base Rate Unchanged, Akorn Shares Plunge as Fresenius Investigates Company , Anbang’s Rescue Is China’s Too-Big-to-Fail Moment, Spectrum Brands to Combine With Majority Shareholder HRG, Fed’s Quarles: Bank Capital Levels Shouldn’t Be Cut, Supreme Court Grills Both Sides in States’ Challenge of American Express , FCC Chief Calls for 5G Auctions to Kickstart Development, SEC Commissioner Criticizes Idea of Curbing Shareholder Lawsuits, MetLife Pension-Payments Executive Is Leaving Company, Papa John’s Is No Longer the NFL’s Official Pizza , Goldman Sachs, Adviser to the Elite, Wants to Be Your Local Bank, U.S. Stocks Sell Off After Powell’s Remarks, AirAsia Strikes Deal on Huge Airbus Jet Sale , BOJ’s Kataoka Says More Easing Needed to Get Firms to Raise Prices, Best Buy to Close Mobile-Phone Stores , China’s Anbang Takeover: What Comes Next? , Walmart, Dick’s Say They Will Stop Selling Guns to Those Under 21, U.S. Stocks Fall for Month, CEOs Take Sides on Gun Control at Their Own Risk, More Firings at Bank of America Amid Sexual-Misconduct Probe, Cryptocurrency Firms Targeted in SEC Probe , Jared Kushner’s Ties to Banks Under Scrutiny ",0.8797
546,15/12/2017, Business,"GE Overhauls Board, Dumps Longest-Serving Directors, Names Outsiders, How to Cover Up Alleged Fraud? Suppress Online Comments from Disgruntled Investors, SEC Says, Deloitte’s $150 Million Mortgage Headache, Boom in Share Buybacks Renews Question of Who Wins From Tax Cuts, China’s HNA Group to Sell Its Stake in Hilton Spinoff Park Hotels & Resorts , Weinstein Co. to Sell Assets in $500 Million Deal, White House Prepares to Nominate Clarida as Fed No. 2, Blackstone Chief Schwarzman Reaped $800 Million in 2017, Kroger to Stop Selling Guns to Buyers Under 21, Correction: Powell Started as Fed Chairman in February, Nasdaq Sues IEX Over Stock-Exchange Technology Patents    , Wells Fargo’s Wealth Management Unit Under Investigation, MetLife Revises 2017 Earnings After Another Mistake, Powell Bullish on Economy, but Sees No Signs of Overheating, Equifax Identifies Additional 2.4 Million Hit by 2017 Breach, Chinese Conglomerate HNA Gets a Lifeline , Frackers, OPEC Size Each Other Up at CERAWeek Energy Confab in Texas , BlackRock Goes Public With Questions to Gun Industry , Volatility Regains Upper Hand as Trade Shift Rattles Markets , The Unloved Retail Sector Is Quietly Attempting a Rebound , Tencent to Introduce Videogame Contracts for Parents and Children    , Marriott Employee Roy Jones Hit ‘Like.’ Then China Got Mad, Crypto Investing Comes With a Big Risk: The Exchanges, In Sports Cars and Roller Coasters, Europe Zooms Ahead, Trump’s Tariff Plan Strains Global Alliance Against China’s Flood of Metal Production , ‘Black Panther’ Again Tops Box Office , Australia’s RBA Keeps Interest Rates Unchanged on Soft Wages Outlook, 3M Appoints Michael Roman CEO , South Korea’s CPI Rises 1.4% in February, News Corp, Telstra Agree to Combine Foxtel, Fox Sports Australia, Nordstrom Board Rejects Family’s Buyout Offer , Regulator Challenges Smucker’s Purchase of Wesson Oil Brand, ESPN Gets New Chief , Shale Trailblazer Turns Skeptic on Soaring U.S. Oil Production, Weinstein Deal Falls Through, Bankruptcy Filing Looms , Smith & Wesson Wary on ‘Smart Guns’ , Fed’s Brainard Sees Rate Rises as Appropriate as Inflation Firms, Oprah Winfrey Sells Some Shares in Weight Watchers, Smucker, Conagra Call Off Wesson Oil Deal, Reports of Problems at Crypto Exchange Send Bitcoin Tumbling, Two Wynn Resorts Board Members Will Step Down , Something’s Brewing: Coca-Cola Plans Its First Alcoholic Drink",-0.7935
588,16/12/2017, Business,"Lawmakers Expand Scope of Senate Bank-Deregulation Bill, Maersk Ship Still Ablaze, as Search-and-Rescue Under Way, Some Steel and Aluminum Makers to Restart Plant Operations Amid Tariff Plans, Berkshire Unit Ordered to Pay Millions for Asbestos-Related Settlement, Banks Want a Bigger Piece of Your Student Loan, Wynn Resorts Settlement Removes a Barrier to Stake Sale by Steve Wynn, Slow Fed Balance Sheet Unwind May Be Destabilizing Markets, Fed’s George Says    , Voya to Pay $3.6 Million to Settle SEC Charges, Bank of Canada Warns Trade Disputes Can Have ‘Serious Consequences’, Disney Shareholders Don’t Endorse Compensation Plan for CEO Iger, J&J Says Discounts Cut the Prices for Its Drugs, Though Revenue Rose , Toys ‘R’ Us Considers Closing All of Its U.S. Stores , Mortgage Rates at a Four-Year High Threaten to Roil Housing , Ex-Officials Ask Judge to Review U.S. Moves in AT&T-Time Warner Suit, South Korea, Geopolitical Ground Zero, Sees Market Rally—but for How Long?, Intel May Intervene in Broadcom’s Effort to Buy Qualcomm, Virginia Man Receives Two-Year Sentence for Manipulating Fitbit’s Stock Price , Former Cocoa Company Executives Plead Guilty to Defrauding Lenders , Take-Two, SVB Financial and Nektar Therapeutics to Join S&P 500, Goldman’s Blankfein Prepares to Exit as Soon as Year’s End, Jobs Report Buoys Stocks, SEC Drops Case Against New York Financier’s Sister    , Deutsche Bank Top Executives to Give Up Bonuses Again, Bond Investors Don’t Fear Corporate America’s Rising Debt Load , Can Investors Plan for a Trade War? ‘It’s What Keeps Me Up at Night’ , Coming Soon to a Front Porch Near You: Package Delivery Via Drone , Global Financial Markets May Be in for More Turbulence: BIS Economist , Silver Lake Bets More Than $100 Million on Venue Company , When Will Stocks Tumble Again? Investors Look to Bitcoin for Answers , What Goes Around Comes Around: Energy Prices Dig Into Miners’ Profits  , Goldman Pushes Past Trading Roots With Executive Shift, Hedge Funds Bet on Volatility , Geico to Stop Using Education and Occupation in Setting Auto Rates in New York, Bank of America Proxy Says CEO Made 250 Times More Than Median Employee, GE’s Top Executives Miss Out on Cash Bonuses for the First Time , BOJ Gov. Kuroda Says Smooth Exit Possible, But Not Just Yet",-0.5559
624,17/12/2017, Markets,"BOJ Minutes Show Continued Concern Over Policy Side Effects, A New Black Mark for United as Dog Dies in Overhead Bin , China’s Sovereign Fund Sells Out of Pre-Crisis Blackstone Investment , Theranos Founder Elizabeth Holmes Charged With Fraud, Wells Fargo Paid CEO Timothy Sloan $17.4 Million Last Year , Senate Passes Bill Easing Banking Rules, Disney Sets Stage for Succession Race With Operational Overhaul, United Plans New Animal Tags After Dog Death    , Proposal Would Loosen Grip of FICO Score for Mortgages, Sears’s Sales Tumble as Financial Pressure Mounts , Former Equifax Executive Charged With Insider Trading , Toys ‘R’ Us Tells Workers It Will Likely Close All U.S. Stores, Exchanges’ Fees and Rebates Could Get a Cut    , U.S. Stocks Fall on Renewed Trade Worries, Tempers Flare in U.S.-EU Spat Over Clearinghouse Supervision, Getting the ‘Oil’ Out: Norway’s Statoil Rebrands, Fiduciary Rule Dealt Blow by Circuit Court Ruling , Nike Investigates Workplace Complaints, Says No. 2 Executive Resigns, Valuation Tops $5 Billion for Robinhood, Maker of App That Offers Free Stock Trades, Former Siemens Executive Pleads Guilty in Argentina Bribery Case , Toys ‘R’ Us Liquidation Could Leave Vendors Without Payment , Spotify Sets April 3 as First Trading Day , Dow Industrials Edge Higher, SpaceX and United Launch Alliance Split Rocket Contracts , Government Lifts Prohibition on Payday Lending Chain’s Partnership With National Banks    , U.S. Widens Wells Fargo Sales Probe to Wealth Management, Goldman Sachs Pay Data Reveals Lurking Gender Gap , Second Nike Exec Leaves in Wake of Workplace Complaints, Appeals Court Rules Telemarketing Regulation Too Broad, U.S. Stocks Rise but Post Weekly Losses, Constellation Healthcare Files for Chapter 11, Plans Sale of Assets, Don’t Call It a Car: China Tech Giants  Want to Sell ‘Mobile Living Spaces’, BOJ Summary Shows Concerns Over Side Effects, Communication Strategy, Trade Associations to Petition Trump Administration to Halt China-Tariff Plans , Natural Gas Under Assault in Some States After Brief Reign at the Top, Meredith to Cut Up to 300 Jobs, ‘Black Panther’ Tops Box Office for Fifth Straight Weekend, The Next Housing Crisis: A Historic Shortage of New Homes, RBA Sees Embers of Wages Growth in Mining States, U.S. Stocks Plummet Amid Tech Selloff, SandRidge Energy Rejects Bid, Hires Advisers to Review Options, Florida Gives Payday Lenders a Boost",-0.8248
666,18/12/2017, Business,"Tronc’s Michael Ferro Retires; Misconduct Allegations Surface, Newell Strikes Deal With Icahn to Fend Off Other Activists, Bid For Hammerson Shows Malls Are Hot -- In Europe, Anyway, Volatility Gauge Rises Most Since Last Month’s Market Rout , Bank Indonesia Expected to Stand Pat on Rates, BofA Dials Back on Stock Loans After $292 Million Loss , Hot Cocoa: Chocolate Ingredient Is Soaring, CFPB to Work With FTC on Policing Debt Collectors, Nordstrom Ends Buyout Talks With Founding Family , PBOC Raises Key Short-Term Interest Rate, Reformer Guo Shuqing to Oversee China’s Banks and Insurers , To Manage Storms, Airlines Try to Keep Passengers Away From Airports , Brazil’s Central Bank Cuts Rate, Sees ‘Additional Easing as Appropriate’ , Fed Raises Rates, Signals Faster Pace in Coming Years, Citi Says Kushner Cos. Loan Was ‘Completely Appropriate’, Insurers Race to Develop Coverage for Driverless Cars, Steve Wynn Sheds Entire Stake in Casino Giant He Co-Founded, The Savviest Tech Investor You’ve Never Heard of Is Selling Down Tencent, Steve Wynn Sells Remaining Shares in Wynn Resorts, Crypto-Focused Hedge Funds on SEC’s Radar, U.S. Stocks Sell Off on Trade Concerns, Biggest Three Banks Gobble Up $2.4 Trillion in New Deposits Since Crisis , DOJ and AT&T Clash Over Impact on Consumers of a Time Warner Deal , Uber Raises $1.5 Billion From Leveraged Loan Deal ",-0.7506
690,19/12/2017, Markets,"Late ‘Star Trek’ Actor’s Family Settles Suit Against Fiat Chrysler , Trade Fears Jolt Global Asset Prices , Stocks End Worst Week in Years, Fed’s Rosengren Warns U.S. Could Face Trouble Fighting Next Crisis, Qualcomm Directors Draw Protest Vote, Airlines Conquer Long-Haul Flights. Now Can Passengers? , San Francisco Fed Leader Is Front Runner to Serve as N.Y. Fed President , Winning at Tariffs: Be From Exempted Nation, Produce in U.S., Long Shadow of GE Capital Hangs Over GE , For U.S. Farmers, China Tariffs’ Timing Is Brutal, New York Fed Eyes John Williams as Its Next Leader, Small Caps Weather Latest Market Turmoil, Mexico’s Grupo Comercial Chedraui to Buy Texas Grocer Fiesta Mart   , Stocks Rebound as Trade Fears Ease, China Tries to Lift Yuan’s Profile With Oil Futures, Avon Gives Activist Group Board Seat, Avoiding Proxy Fight, Sen. Warren Says New York Fed Pick Should Testify Before Senate, U.S. Stocks Surge as Trade Jitters  Ease, Wall Street Bankers Get Biggest Raise in Four Years , USG Rejects Buyout Offer But Courting Likely Not Over, Casino Managers Enabled Steve Wynn’s Alleged Misconduct for Decades, Workers Say, Federal Safety Investigators Examine Another Fatal Tesla Crash, Tech Shares Tumble Again as Regulatory Risks Rattle Investors , Is the Bear Market Here Yet?, Stocks Sell Off in Final Hour, SEC Charges Wedbush in ‘Pump-and-Dump’ Scheme, Honda to Trim Production of Flagship Sedan, Oregon’s Retirement-Savings Plan Settles Certification Legal Challenge, Federal Judge Dismisses Exxon Lawsuit Against Climate-Change Probes , Walmart in Early Talks to Buy Humana, Some Firms Pull Ads From Fox News Program Over Parkland Remarks, IRS Audits Fall to a 15-Year Low , Fed’s Harker Defends Regional Fed Chief Hiring Process , How Exchange Bigwig Duffy Returned to Deal Making With Cross-Atlantic Bid, Breach of Under Armour App Affects 150 Million Users , U.S. Stocks Surge, but Dow and S&P 500 Fall for the Quarter, Transcript: WSJ Interview With Philadelphia Fed President Patrick Harker, Why Investors Should Worry About the Strange Behavior of Safe Assets, Walmart Courts New Risk in Its Hunt for Humana, Why Wall Street’s Love Affair With Tech Hasn’t Cooled, Walmart-Humana Talks Put Pressure on Remaining Health-Care Players , How Tillerson’s Exxon Designed an Oil Deal to Skirt Anticorruption Scrutiny    , Northrop Grumman Revises Satellite Procedures, Inside Nike, a Boys-Club Culture and Flawed HR , Beaten-Down Energy Stocks Poised to Power Higher    , How Spotify’s Unusual First Day of Trading Will Play Out , SEC Charges Startup Co-Founders with Fraudulent Initial Coin Offering , Acting Chief Recommends Reining In Consumer Financial Protection Bureau",-0.9581
738,20/12/2017, Central Banks,"Mozido Founder Accused of Stealing Millions to Fund Luxurious Lifestyle , Up-and-Down Longfin Is Facing an SEC Probe, Tech Stocks Plunge Again Amid Growing Backlash , Foreign Investors Are Bulking Up on U.S. Treasury Bonds Once Again, China Tightens Reins on Asset Management Businesses , U.S. Stocks Rebound After Tech Selloff, Fed’s Brainard: Fiscal Stimulus Could Raise Risks of Financial Imbalances, Can a Strong Earnings Season Halt the Stock Market Slide? , Car Makers Step Back From Cars , Carl Icahn to Push for Full Board Refresh at SandRidge, AMC Set to Open First Movie Theater in Saudi Arabia , WPP Probe Marks Rare Public Scrutiny of CEO, China Tariff Threat Prompts U.S. Farmers to Weigh Changes  , Spotify’s Slump Raises Questions About Listing Process , Smucker to Buy Parent of Pet-Food Maker Nutrish for $1.7 Billion    , FEMA Wants Investors to Provide Shelter in Next Storm , India Bans Financial Firms From Dealing in Cryptocurrencies , Government to Review Zions Bid to Shed ‘Systemically Important’ Tag, The Atlantic Cuts Ties With Writer Who Likened Abortion to Capital Crime, Ackman’s Pershing Square Hit by Wave of Redemptions, Target in Settlement Over Job-Screening Policies, Investors Brace for More Turbulence—and Look to Profit From It , Emerging Markets Hang on the Fate of Silicon Valley, WageWorks Shuffles Top Leaders, Activist Investors Try to Wake Up a Slumbering Energy Sector , Delta Says Hack on Vendor Exposed Customer Credit-Card Data     , One Reason for Optimism: Bearish Investors, Antitrust Ruling Deals Blow to Blue Cross and Blue Shield Insurers , Powell Says Fed’s Gradual Rate Increases Should Keep Economy Strong, Stocks Plummet Amid Rising U.S.-China Trade Tensions , Fed’s Williams Wants More Rate Rises, Not Yet Worried About Trade Spat, SEC Accuses Longfin of Securities Violations , Transcript: Q&A With Fed Chairman Jerome Powell in Chicago, Stocks Dive Amid Escalating Trade Tensions With China , Saudi Delegation Culminates U.S. Tour With Return to Oil Roots , Deutsche Bank Faces Pressure to Address CEO Succession Plan, Deutsche Bank Executive Schenck Has Discussed Leaving , Big Four Audit Firms’ Growth Coming From Consulting, Not Auditing, German Steel Town Fears U.S. Tariffs Would Deal Crushing Blow, Kinder Morgan Threatens to Halt Trans Mountain Pipeline Expansion , Deutsche Bank, With New CEO, Signals a Humbler Future, Many Investors Aren’t Losing Sleep Over the Tech Rout ",-0.8277
